property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,puri emerald bay,sector 104,2.65,12679.425837320574,3.0,4.0,3,15.0,Relatively New,2090.0,0,1,0,0,0,2,174
flat,tulip violet,sector 69,1.8,9895.547003848269,4.0,4.0,2,9.0,Relatively New,1819.0,0,0,0,1,0,2,165
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,12006.861063464838,2.0,2.0,2,11.0,New Property,1166.0,0,0,0,0,0,2,49
flat,chd avenue,sector 71,1.35,6346.967559943582,4.0,4.0,3,8.0,Moderately Old,2127.0,0,1,0,0,0,0,26
flat,pivotal riddhi siddhi,sector 99,0.4,5457.025920873124,2.0,2.0,2,9.0,New Property,733.0,0,0,0,0,0,0,60
flat,indiabulls enigma,sector 110,3.3,10883.905013192612,4.0,5.0,3,7.0,Relatively New,3032.0,0,1,0,0,0,0,101
flat,capital residences 360,sector 70a,1.1,8384.146341463415,2.0,2.0,3+,8.0,New Property,1312.0,0,0,0,0,0,0,60
flat,eldeco accolade,sector 33,1.2,8042.8954423592495,2.0,2.0,2,0.0,New Property,1492.0,1,0,0,0,0,0,55
flat,antriksh heights,sector 84,0.9,5447.941888619855,3.0,3.0,3,11.0,Relatively New,1652.0,0,0,0,0,0,0,87
house,unitech espace,sector 50,7.45,16555.555555555555,4.0,4.0,3,3.0,Old Property,4500.0,0,1,0,0,0,2,59
flat,ireo the corridors,sector 67a,2.08,13307.741522712731,3.0,3.0,2,6.0,Under Construction,1563.0,0,0,0,0,1,0,55
flat,dlf new town heights,sector 90,1.51,6392.887383573243,4.0,4.0,3+,6.0,Relatively New,2362.0,0,1,0,1,0,2,142
flat,adani brahma samsara vilasa,sector 63,3.35,16470.00983284169,3.0,3.0,3+,3.0,New Property,2034.0,0,0,0,0,0,2,16
flat,antriksh heights,sector 84,0.84,5381.165919282511,3.0,3.0,3+,8.0,New Property,1561.0,0,0,0,1,0,0,60
flat,shree balaji appartment,sector 33,0.4,5524.861878453039,2.0,2.0,2,1.0,Relatively New,724.0,0,0,0,0,0,1,0
flat,hcbs sports ville,sohna road,0.24,6666.666666666667,1.0,1.0,2,1.0,New Property,360.0,0,0,0,0,0,0,68
house,vipul tatvam villa,sector 48,7.35,22811.91806331471,4.0,5.0,2,2.0,Moderately Old,3222.0,1,1,1,1,0,2,144
house,independent,sector 39,1.8,22500.0,1.0,1.0,2,3.0,Relatively New,800.0,0,0,0,0,0,0,0
flat,bestech park view sanskruti,sector 92,1.9,9895.833333333334,4.0,4.0,3+,10.0,Relatively New,1920.0,1,1,0,1,1,0,49
flat,bestech park view grand spa,sector 81,2.22,9223.099293726633,3.0,4.0,3+,15.0,Relatively New,2407.0,0,1,0,0,0,2,174
flat,ss the coralwood,sector 84,1.05,6521.739130434783,3.0,3.0,3,6.0,Relatively New,1610.0,0,0,0,0,1,0,129
house,independent,sector 105,0.65,81250.0,3.0,2.0,1,1.0,Relatively New,80.0,0,0,0,1,1,0,14
flat,vatika emilia floors,sector 83,0.65,6842.105263157895,2.0,2.0,2,1.0,Relatively New,950.0,0,0,0,0,0,2,174
flat,m3m heights,sector 65,2.15,15003.489183531054,2.0,2.0,3+,28.0,Relatively New,1433.0,0,0,0,0,0,0,48
flat,shree vardhman flora,sector 90,0.66,5882.35294117647,2.0,2.0,3,4.0,Relatively New,1122.0,1,0,0,0,0,0,119
flat,capital residences 360,sector 70a,1.18,8428.57142857143,2.0,2.0,3,7.0,New Property,1400.0,0,0,0,1,0,0,140
flat,surya vihar rwa,sector 21,1.3,5416.666666666667,5.0,5.0,2,2.0,Old Property,2400.0,1,1,1,0,0,2,42
flat,pareena mi casa,sector 68,1.0,7347.538574577517,2.0,2.0,2,16.0,New Property,1361.0,0,1,0,0,0,0,65
flat,signature global park,sohna road,0.54,7988.165680473373,2.0,2.0,3,4.0,New Property,676.0,0,0,0,0,0,0,44
flat,eldeco accolade,sohna road,0.71,6152.512998266898,2.0,2.0,3,10.0,Relatively New,1154.0,0,0,0,0,0,0,159
flat,bestech park view sanskruti,sector 92,1.42,8170.310701956271,3.0,3.0,2,10.0,Relatively New,1738.0,0,0,0,0,0,0,117
flat,signature global park,sohna road,0.54,6482.593037214886,2.0,2.0,2,4.0,Under Construction,833.0,0,0,0,0,0,0,111
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,11183.597390493942,2.0,2.0,3,0.0,Relatively New,1073.0,0,0,0,0,0,0,49
flat,signature global solera 2,sector 107,0.5,8038.585209003216,2.0,2.0,2,13.0,New Property,622.0,0,0,0,0,0,0,8
flat,experion windchants,sector 112,5.49,15019.0816200911,4.0,5.0,3+,5.0,Relatively New,3655.35,0,1,0,0,0,2,168
flat,tulsiani easy in homes,sohna road,0.4,7130.124777183601,2.0,2.0,3,9.0,Under Construction,561.0,0,0,0,0,0,0,36
flat,cghs vidya enclave,sector 56,1.7,10725.552050473187,3.0,2.0,3,6.0,Old Property,1585.0,0,0,1,0,0,0,101
flat,imperia aashiyara,sector 37c,0.4,5291.005291005291,2.0,2.0,3,3.0,Under Construction,756.0,0,0,0,0,0,0,126
flat,shree vardhman victoria,sector 70,1.8,10198.300283286118,3.0,3.0,3+,10.0,New Property,1765.0,0,0,0,0,1,2,49
flat,tulip violet,sector 69,1.38,9913.793103448275,3.0,3.0,1,12.0,Relatively New,1392.0,0,0,0,1,0,0,86
flat,m3m woodshire,sector 107,1.45,7631.578947368421,3.0,4.0,3+,7.0,Relatively New,1900.0,0,1,0,0,0,0,67
flat,gls arawali homes,sohna road,0.27,5182.341650671785,2.0,2.0,2,5.0,New Property,521.0,0,0,0,0,0,0,42
flat,hcbs sports ville,sohna road,0.3,4037.6850605652758,2.0,2.0,2,3.0,Relatively New,743.0,0,0,0,0,0,0,0
flat,emaar mgf the palm drive,sector 66,3.0,14285.714285714286,4.0,5.0,3+,10.0,Relatively New,2100.0,0,1,0,0,0,2,49
flat,huda ashok vihar phase,sector 4,0.43,5955.678670360111,2.0,2.0,1,2.0,Relatively New,722.0,0,0,0,0,0,0,7
flat,shree vardhman victoria,sector 70,1.8,11787.819253438114,3.0,4.0,3,2.0,New Property,1527.0,0,1,0,0,1,0,45
flat,raheja vedaanta,sector 108,0.85,5666.666666666667,3.0,3.0,2,2.0,Relatively New,1500.0,0,1,0,0,0,0,65
flat,conscient elevate,sector 59,3.78,14823.529411764706,3.0,3.0,3,3.0,Under Construction,2550.0,0,0,0,0,0,0,31
flat,the close north,sector 50,2.51,11992.355470616338,3.0,3.0,3,11.0,Moderately Old,2093.0,0,0,1,1,0,2,109
flat,ambience creacions,sector 22,6.16,18481.848184818482,4.0,5.0,3+,10.0,New Property,3333.0,0,1,0,1,0,2,49
house,madan puri,sector 7,0.75,12500.0,3.0,5.0,3,3.0,Moderately Old,600.0,0,0,0,0,0,0,0
flat,signature global solera,sector 107,0.28,5156.537753222837,2.0,2.0,2,0.0,Relatively New,543.0,0,0,0,0,0,0,45
house,independent,sector 43,7.5,38759.68992248062,12.0,12.0,3+,4.0,New Property,1935.0,1,1,1,1,0,2,72
flat,indiabulls centrum park,sector 103,2.45,9415.833973866256,4.0,6.0,3,5.0,Relatively New,2602.0,0,1,0,0,0,0,38
house,spaze privy,sector 72,3.1,8486.175745962222,5.0,5.0,3+,21.0,Relatively New,3653.0,0,0,0,0,0,0,0
flat,pivotal devaan apartments,sector 84,0.39,7103.825136612022,2.0,2.0,0,5.0,Relatively New,549.0,0,0,0,0,0,0,0
house,vipul tatvam villa,sector 48,5.75,22183.64197530864,4.0,4.0,2,2.0,Moderately Old,2592.0,0,1,0,0,0,0,30
flat,mapsko mount ville,sector 79,1.3,10699.588477366255,3.0,3.0,2,6.0,Relatively New,1215.0,1,0,0,1,0,0,151
flat,m3m merlin,sector 67,3.4,15932.521087160263,3.0,4.0,3+,16.0,Relatively New,2134.0,0,1,0,0,0,2,158
flat,awho sispal vihar,sector 49,2.0,8025.6821829855535,4.0,3.0,3+,4.0,Old Property,2492.0,0,0,0,0,0,0,65
house,independent,manesar,1.1,6172.83950617284,8.0,8.0,0,1.0,New Property,1782.0,0,0,0,0,0,0,0
flat,signature global park,sohna road,0.9,5628.517823639775,3.0,3.0,3,3.0,Relatively New,1599.0,0,0,0,1,0,0,96
flat,kiran residency,sector 56,1.55,8157.894736842105,3.0,3.0,3+,5.0,Moderately Old,1900.0,0,1,0,1,0,2,92
house,independent,sector 40,12.0,38986.35477582846,16.0,16.0,3+,4.0,New Property,3078.0,1,1,1,1,0,2,0
flat,mapsko casa bella,sector 82,1.38,6015.693112467306,4.0,5.0,3+,20.0,Relatively New,2294.0,0,1,0,0,0,0,79
flat,m3m woodshire,sector 107,0.75,6244.796003330558,2.0,2.0,3+,14.0,Relatively New,1201.0,0,0,0,1,0,0,174
flat,hsiidc sidco aravali,manesar,0.81,4263.1578947368425,3.0,3.0,3+,2.0,Moderately Old,1900.0,0,1,0,0,0,0,74
flat,zara aavaas,sector 104,0.2,6644.518272425249,1.0,1.0,1,3.0,Relatively New,301.0,0,0,0,0,0,0,67
flat,elevate,sector 50,6.75,19882.17967599411,4.0,4.0,0,10.0,Moderately Old,3395.0,0,0,0,0,0,0,0
flat,eldeco accolade,sohna road,0.73,7464.212678936606,2.0,2.0,3,5.0,Relatively New,978.0,0,0,0,1,0,0,33
house,vatika india next,sector 83,1.7,70833.33333333333,3.0,3.0,3+,4.0,New Property,240.0,0,1,0,1,0,0,0
house,ss hibiscus,sector 50,12.25,20940.17094017094,5.0,7.0,3+,1.0,Relatively New,5850.0,1,1,0,1,1,2,160
house,independent,sector 54,3.51,12341.772151898735,4.0,4.0,3,4.0,New Property,2844.0,0,1,0,0,0,0,73
flat,dhoot time residency,sector 63,3.0,18270.401948842875,3.0,3.0,3+,14.0,Relatively New,1642.0,0,1,0,0,0,2,0
flat,sukhshanti apartment,sector 56,1.7,7727.272727272727,3.0,3.0,3,4.0,Moderately Old,2200.0,1,0,0,0,0,0,49
house,independent,sector 3,0.92,15257.048092868989,4.0,1.0,0,1.0,Moderately Old,603.0,0,0,0,0,0,0,0
house,independent,sector 43,13.5,50000.0,16.0,16.0,3+,4.0,Relatively New,2700.0,1,1,0,1,1,0,41
flat,vipul belmonte,sector 53,6.5,24226.61200149087,3.0,4.0,3+,0.0,Old Property,2683.0,1,0,0,0,1,0,72
flat,orchid petals,sector 49,1.9,9471.585244267199,3.0,3.0,3,9.0,Moderately Old,2006.0,0,1,0,0,0,0,95
flat,godrej air,sector 85,2.5,1241.5574096146206,4.0,5.0,3+,16.0,Under Construction,20136.0,1,0,0,1,1,2,44
house,independent,sector 26,5.8,32222.222222222223,4.0,3.0,2,2.0,Relatively New,1800.0,0,0,1,0,0,0,21
flat,emaar mgf emerald estate,sector 65,1.3,16009.852216748768,2.0,2.0,2,7.0,Relatively New,812.0,1,0,0,0,0,0,78
house,vipul tatvam villa,sector 48,7.25,201388.88888888888,4.0,4.0,3,2.0,Relatively New,360.0,1,1,1,1,0,2,103
flat,smart world orchard,sector 61,1.57,13652.173913043478,2.0,2.0,2,3.0,New Property,1150.0,1,0,0,0,1,0,71
flat,ansal heights 86,sector 86,0.78,6336.311941510967,2.0,2.0,1,8.0,New Property,1231.0,0,0,0,0,0,0,67
flat,dlf regency park,sector 28,1.35,12173.128944995491,2.0,2.0,2,1.0,Moderately Old,1109.0,0,0,0,0,0,0,0
house,independent,sector 21,0.45,7575.757575757576,3.0,2.0,1,1.0,Old Property,594.0,0,0,0,0,0,0,0
flat,m3m woodshire,sector 107,0.9,7025.76112412178,2.0,2.0,3,8.0,Relatively New,1281.0,1,0,0,0,0,2,74
house,dlf city plots,sector 26,20.0,44267.37494466578,16.0,20.0,3+,4.0,New Property,4518.0,1,1,1,1,0,2,153
flat,paras dews,sector 106,1.25,9578.544061302682,3.0,4.0,3,14.0,Relatively New,1305.0,1,1,0,0,0,0,167
flat,dlf express greens,manesar,1.2,7185.62874251497,3.0,4.0,2,5.0,Relatively New,1670.0,0,1,0,0,1,0,43
flat,housing board colony,sector 51,0.3,37500.0,1.0,1.0,0,0.0,Moderately Old,80.0,1,0,0,0,0,0,15
flat,conscient heritage max,sector 102,1.75,10011.441647597254,3.0,4.0,3+,16.0,Relatively New,1748.0,0,1,0,0,0,0,134
house,independent,sector 24,1.45,241666.66666666666,3.0,3.0,1,2.0,Old Property,60.0,0,0,0,0,0,0,9
flat,global hill view,sector 11,0.33,4336.399474375821,2.0,2.0,0,11.0,Relatively New,761.0,0,0,0,0,0,0,0
flat,hcbs sports ville,sohna road,0.22,2827.763496143959,1.0,1.0,1,1.0,New Property,778.0,0,0,0,0,0,0,86
flat,ireo skyon,sector 60,3.6,13824.884792626728,4.0,5.0,3,24.0,Relatively New,2604.0,0,1,0,0,0,2,49
house,independent,sector 48,5.5,23504.273504273504,4.0,4.0,2,2.0,Relatively New,2340.0,0,1,0,0,0,2,22
flat,ats tourmaline,sector 109,2.95,10347.246580147317,4.0,5.0,3+,10.0,Relatively New,2851.0,0,1,0,0,0,0,101
flat,adani brahma samsara vilasa,sector 63,3.0,15000.0,3.0,3.0,3,3.0,New Property,2000.0,0,0,0,0,0,0,24
flat,dlf new town heights,sector 90,1.3,6739.243131156039,3.0,3.0,3+,10.0,Relatively New,1929.0,0,1,0,1,0,2,129
house,independent,sector 12,0.65,5850.585058505851,6.0,2.0,3,1.0,Old Property,1111.0,0,0,0,0,0,0,0
flat,gls arawali homes,sohna road,0.32,6722.689075630252,2.0,1.0,0,0.0,Relatively New,476.0,0,0,0,0,0,0,0
flat,tulip lemon,sector 69,0.6,8995.502248875562,2.0,1.0,1,12.0,Relatively New,667.0,0,0,0,0,0,0,23
flat,the penthouses at the hibiscus,sector 50,8.5,7650.076500765008,4.0,4.0,3,9.0,Moderately Old,11111.0,0,1,0,0,0,0,35
flat,adani m2k oyster grande,sector 102,1.9,11111.111111111111,3.0,4.0,3,8.0,Relatively New,1710.0,0,1,0,0,0,0,165
flat,vatika boulevard residences and heights,sector 83,1.42,7200.811359026369,3.0,3.0,2,2.0,Relatively New,1972.0,0,0,0,0,0,2,113
flat,paras dews,sector 106,1.25,10539.629005059021,3.0,4.0,3+,5.0,Relatively New,1186.0,0,1,0,0,0,0,165
flat,kiran residency,sector 56,1.5,6666.666666666667,3.0,5.0,3+,4.0,Moderately Old,2250.0,1,0,0,1,0,2,134
flat,puri diplomatic greens,sector 111,3.7,13962.264150943396,4.0,5.0,3+,12.0,Relatively New,2650.0,0,1,0,0,0,2,158
flat,bestech spa signature,sector 81,4.4,11891.891891891892,4.0,4.0,3+,6.0,New Property,3700.0,1,1,0,1,1,1,49
house,unitech uniworld resorts,sector 33,10.0,181818.18181818182,5.0,6.0,3,4.0,New Property,550.0,1,1,0,0,0,0,26
flat,godrej summit,sector 104,1.2,7467.3304293715,3.0,2.0,3+,16.0,Relatively New,1607.0,1,0,0,1,0,2,142
flat,ss the leaf,sector 85,1.31,7189.901207464325,2.0,2.0,2,5.0,Relatively New,1822.0,0,1,0,0,0,0,89
flat,emaar mgf the palm drive,sector 66,2.99,14950.000000000002,3.0,3.0,3,7.0,Relatively New,2000.0,0,1,0,0,0,2,49
flat,greenopolis,sector 89,0.8,5326.231691078562,2.0,3.0,3,8.0,Under Construction,1502.0,1,0,0,0,1,0,60
flat,signature global park 4,sector 36,1.0,8912.6559714795,3.0,2.0,3,2.0,New Property,1122.0,0,0,0,0,0,0,128
flat,ild greens,sector 37c,1.0,5892.751915144372,3.0,3.0,3+,5.0,Under Construction,1697.0,0,0,0,0,0,0,51
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,11757.021554539517,3.0,3.0,3,1.0,Relatively New,1531.0,0,0,0,0,0,0,141
flat,shree vardhman flora,sector 90,0.92,6162.089752176825,3.0,4.0,3,4.0,Relatively New,1493.0,0,1,0,0,0,0,116
flat,rof ananda,sector 95,0.55,6351.039260969977,3.0,2.0,2,14.0,New Property,866.0,1,0,0,0,0,1,30
house,independent,sector 105,0.37,8222.222222222223,2.0,2.0,1,1.0,Moderately Old,450.0,0,0,0,0,1,0,0
flat,la vida by tata housing,sector 113,1.93,13505.94821553534,3.0,3.0,2,8.0,Under Construction,1429.0,0,0,0,0,0,0,71
house,ansal api esencia,sector 67,1.85,66546.76258992805,3.0,3.0,3,1.0,Moderately Old,278.0,0,0,0,0,0,0,49
flat,emaar mgf emerald floors premier,sector 65,2.79,12716.499544211485,4.0,4.0,3+,2.0,Relatively New,2194.0,1,1,0,0,0,1,174
house,independent,sector 105,0.5,50000.0,2.0,2.0,0,1.0,Moderately Old,100.0,0,0,0,0,0,0,0
flat,breez global hill view,sohna road,0.42,6461.538461538462,2.0,2.0,1,18.0,Relatively New,650.0,0,0,0,0,0,0,44
flat,central park flower valley,sector 33,2.5,11944.577161968466,3.0,3.0,2,1.0,Under Construction,2093.0,0,0,0,0,0,0,66
house,independent,sector 2,1.0,74074.07407407407,9.0,7.0,3+,3.0,Moderately Old,135.0,0,0,0,1,0,0,0
flat,the close north,sector 50,3.0,12728.044123886297,3.0,3.0,3+,14.0,Old Property,2357.0,0,1,0,0,0,2,121
flat,bptp terra,sector 37d,1.5,8865.248226950354,3.0,3.0,3,17.0,Relatively New,1692.0,0,0,0,0,1,0,49
flat,hsiidc sidco shivalik apartments,manesar,0.6,4698.512137823022,3.0,2.0,2,5.0,Moderately Old,1277.0,0,0,0,0,0,0,80
flat,m3m golf hills phase 1,sector 79,1.7,10828.025477707006,3.0,2.0,3,10.0,Relatively New,1570.0,0,0,0,0,0,0,0
flat,pivotal devaan,sector 84,0.35,6628.787878787879,2.0,2.0,1,4.0,Relatively New,528.0,0,0,0,0,0,0,37
house,independent,sector 11,1.5,15000.0,2.0,2.0,1,1.0,Moderately Old,1000.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.4,9803.921568627451,3.0,3.0,2,2.0,Relatively New,1428.0,0,0,0,1,0,0,102
flat,signature global park,sohna road,0.87,7190.082644628099,3.0,2.0,3,4.0,Relatively New,1210.0,0,0,0,0,0,0,58
flat,signature global park,sohna road,0.75,6938.020351526365,2.0,2.0,0,1.0,Relatively New,1081.0,0,0,0,0,0,0,58
flat,smart world orchard,sector 61,1.85,13318.934485241181,2.0,2.0,2,3.0,New Property,1389.0,0,0,0,0,0,0,44
flat,ss the leaf,sector 85,1.78,8168.884809545663,3.0,4.0,3+,6.0,New Property,2179.0,0,0,1,0,0,0,113
flat,orchid island,sector 51,1.7,9588.268471517202,3.0,4.0,3,2.0,Moderately Old,1773.0,0,0,1,1,0,0,90
flat,antriksh heights,sector 84,0.69,5646.481178396071,2.0,2.0,3+,8.0,Relatively New,1222.0,1,0,0,0,0,0,59
flat,viridian the plaza 106,sector 106,0.39,6878.306878306878,1.0,1.0,1,7.0,Relatively New,567.0,0,0,0,0,0,0,130
flat,dlf the skycourt,sector 86,1.35,7731.958762886598,3.0,3.0,1,9.0,Relatively New,1746.0,0,0,0,0,0,0,119
flat,orchid petals,sector 49,4.16,12923.26809568189,5.0,4.0,3+,14.0,Relatively New,3219.0,1,1,0,0,0,0,40
house,independent,sector 103,2.25,6366.723259762309,3.0,5.0,3+,10.0,Relatively New,3534.0,0,0,0,0,0,0,0
flat,bestech park view residency,sector 2,1.36,8441.961514587214,3.0,3.0,3+,5.0,Moderately Old,1611.0,0,0,0,0,0,0,84
flat,m3m golfestate,sector 65,6.1,20151.965642550378,3.0,3.0,3,19.0,Moderately Old,3027.0,1,1,0,0,0,2,174
flat,tulip violet,sector 69,1.19,7933.333333333333,2.0,3.0,1,0.0,Relatively New,1500.0,1,0,0,0,0,0,174
house,independent,sector 13,1.5,10518.934081346424,2.0,2.0,2,3.0,Old Property,1426.0,1,0,0,1,0,0,7
flat,shree vardhman flora,sector 90,0.86,5639.3442622950815,3.0,4.0,3,0.0,Relatively New,1525.0,0,1,0,0,0,2,84
house,indiabulls centrum park,sector 103,3.25,8125.0,4.0,3.0,3+,20.0,Under Construction,4000.0,0,0,0,0,0,0,51
flat,shree vardhman victoria,sector 70,1.25,10229.132569558102,2.0,2.0,3,3.0,Relatively New,1222.0,1,0,0,0,0,0,43
flat,dlf the skycourt,sector 86,1.59,9352.941176470587,3.0,3.0,3,17.0,Relatively New,1700.0,0,0,0,0,1,2,165
flat,ss the leaf,sector 85,1.04,6709.677419354839,2.0,2.0,3,17.0,New Property,1550.0,0,0,0,0,1,0,145
flat,antriksh heights,sector 84,0.89,4855.428259683579,3.0,3.0,3,8.0,Relatively New,1833.0,0,0,0,1,0,0,67
flat,smart world gems,sector 89,1.0,8110.300081103001,2.0,2.0,3,3.0,New Property,1233.0,1,0,0,0,1,0,99
flat,ansal housing highland park,sector 103,2.0,8278.14569536424,4.0,5.0,3+,14.0,New Property,2416.0,0,1,0,0,0,0,45
flat,m3m heights,sector 65,2.86,12615.791795324218,3.0,3.0,3,45.0,Under Construction,2267.0,0,1,0,0,0,0,48
flat,suncity heights,sector 54,3.25,12705.238467552776,3.0,3.0,3+,0.0,Old Property,2558.0,0,0,0,1,0,2,120
flat,dlf city plots phase 3,sector 24,6.5,16713.80817690923,4.0,5.0,3+,3.0,New Property,3889.0,0,1,0,0,0,1,42
flat,apna enclave,sector 3,0.58,6444.444444444444,2.0,2.0,2,2.0,Old Property,900.0,0,0,0,0,0,0,66
house,independent,sector 67,3.0,10714.285714285714,4.0,4.0,0,3.0,Moderately Old,2800.0,0,0,0,0,0,0,0
flat,essel towers,sector 14,2.2,11247.443762781186,3.0,4.0,3+,3.0,Old Property,1956.0,0,0,0,0,0,0,0
flat,sare green parc phase 3,sector 92,1.1,6186.726659167604,4.0,3.0,2,12.0,New Property,1778.0,0,0,0,0,0,0,15
house,independent,sector 43,4.5,39062.5,20.0,20.0,3+,4.0,Relatively New,1152.0,0,1,0,0,0,1,22
house,international city by sobha phase 2,sector 109,8.75,24305.555555555555,5.0,5.0,3+,3.0,New Property,3600.0,1,1,1,1,0,2,153
house,emaar the palm springs,sector 54,14.0,62222.22222222222,4.0,5.0,3+,2.0,Old Property,2250.0,1,1,0,0,0,2,160
flat,dlf belvedere towers,sector 25,3.7,15859.408486926704,4.0,4.0,3,18.0,Old Property,2333.0,0,1,0,0,0,2,26
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,10975.609756097561,2.0,2.0,2,9.0,Relatively New,1230.0,0,0,0,0,0,0,100
flat,ambience creacions,sector 22,1.65,13750.0,2.0,2.0,2,9.0,Relatively New,1200.0,0,0,0,1,1,1,133
flat,sare crescent parc,sector 92,0.49,4418.394950405771,2.0,2.0,2,2.0,Relatively New,1109.0,0,0,0,0,0,0,96
flat,la vida by tata housing,sector 113,1.9,14785.992217898833,3.0,2.0,2,10.0,Relatively New,1285.0,0,0,0,1,0,2,174
flat,umang monsoon breeze,sector 78,0.95,5491.329479768786,3.0,3.0,2,9.0,Relatively New,1730.0,0,0,0,0,0,2,65
flat,raheja the vedaanta floors,sector 108,0.7,4069.767441860465,2.0,2.0,3,1.0,Moderately Old,1720.0,0,0,0,0,0,2,0
flat,m3m merlin,sector 67,3.4,16015.073009891663,3.0,4.0,3,15.0,Relatively New,2123.0,0,1,0,0,0,2,110
flat,indiabulls centrum park,sector 103,2.4,9771.98697068404,4.0,6.0,3+,15.0,Relatively New,2456.0,0,1,0,0,0,0,156
flat,mapsko mount ville,sector 79,1.25,10313.531353135313,3.0,3.0,2,1.0,Relatively New,1212.0,1,0,0,1,0,2,166
flat,mapsko royale ville,sector 82,1.22,6100.0,3.0,5.0,3+,10.0,Relatively New,2000.0,0,1,0,1,0,2,76
flat,ireo the corridors,sector 67a,1.62,12035.661218424964,3.0,3.0,2,4.0,New Property,1346.0,0,0,1,0,0,2,142
flat,tata gurgaon gateway,sector 113,3.21,14072.775098640946,3.0,3.0,3,9.0,New Property,2281.0,0,0,0,0,0,0,49
house,independent,sector 36,0.75,6938.020351526365,3.0,1.0,0,1.0,New Property,1081.0,0,0,0,0,0,0,0
house,prem kunj,sohna road road,0.5,6896.551724137931,5.0,4.0,3,3.0,Relatively New,725.0,0,0,0,1,0,0,22
flat,tarc maceo,sector 91,1.8,6982.156710628394,3.0,3.0,3+,0.0,Relatively New,2578.0,0,0,0,1,0,1,45
flat,aipl peaceful homes,sector 70a,2.75,12790.697674418605,3.0,3.0,3+,14.0,Relatively New,2150.0,0,0,0,0,0,0,0
flat,suncity vatsal valley,gwal pahari,1.38,10664.605873261204,3.0,3.0,2,1.0,Relatively New,1294.0,0,0,0,0,0,2,151
flat,smart world orchard,sector 61,1.9,16710.642040457344,3.0,3.0,3,1.0,New Property,1137.0,0,0,0,0,0,0,30
flat,ats tourmaline,sector 109,1.75,11937.24420190996,3.0,3.0,3,4.0,New Property,1466.0,0,0,0,0,0,0,31
flat,signature global city 92,sector 92,0.99,9074.243813015582,3.0,2.0,3,1.0,Under Construction,1091.0,0,0,0,0,0,0,24
flat,vatika city,sector 49,2.64,11722.912966252221,3.0,4.0,3+,2.0,Moderately Old,2252.0,0,1,0,1,0,2,140
flat,pareena mi casa,sector 68,1.15,10204.081632653062,2.0,2.0,3,8.0,New Property,1127.0,0,0,0,0,0,0,49
flat,sare crescent parc,sector 92,0.5,5524.861878453039,2.0,2.0,3,2.0,Moderately Old,905.0,0,0,0,0,0,0,38
flat,ss the coralwood,sector 84,1.01,6847.457627118644,3.0,3.0,2,18.0,Relatively New,1475.0,0,0,0,0,0,0,40
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,11945.392491467577,3.0,3.0,3+,1.0,Relatively New,1465.0,0,0,0,0,0,0,49
flat,ss the leaf,sector 85,1.12,7542.087542087544,2.0,2.0,3,10.0,Relatively New,1485.0,0,0,0,0,1,0,49
house,ansal sushant lok,sector 43,10.5,27910.685805422647,4.0,4.0,2,2.0,Old Property,3762.0,0,1,0,0,0,0,59
flat,rof ananda,sector 95,0.46,5686.0321384425215,2.0,2.0,2,11.0,New Property,809.0,1,0,0,0,0,0,82
flat,la vida by tata housing,sector 113,2.35,12176.165803108808,3.0,4.0,3,3.0,Relatively New,1930.0,0,1,0,0,0,0,174
house,international city by sobha phase 1,sector 109,5.7,10555.555555555555,4.0,4.0,3+,4.0,Relatively New,5400.0,1,1,0,0,0,0,98
flat,ss the leaf,sector 85,2.15,9866.911427260211,3.0,5.0,3,2.0,New Property,2179.0,0,0,0,0,0,0,53
flat,sare crescent parc,sector 92,0.7,50000.0,3.0,3.0,2,14.0,Under Construction,140.0,0,0,0,0,0,0,38
flat,parsvnath exotica,sector 53,5.0,20000.0,3.0,4.0,3+,8.0,Relatively New,2500.0,0,1,0,1,1,2,49
flat,dlf new town heights,sector 90,1.95,7939.739413680782,4.0,4.0,3+,24.0,Relatively New,2456.0,0,1,1,0,0,0,174
flat,ireo uptown,sector 66,1.32,12595.419847328245,2.0,2.0,2,6.0,Relatively New,1048.0,0,0,0,0,0,0,45
flat,smart world orchard,sector 61,2.2,12373.453318335209,3.0,3.0,2,1.0,Under Construction,1778.0,0,0,0,0,0,0,49
flat,dlf the skycourt,sector 86,1.58,9028.57142857143,3.0,3.0,1,16.0,Relatively New,1750.0,0,0,0,1,0,2,152
flat,aipl joy square,sector 63a,0.7,10101.0101010101,1.0,1.0,0,7.0,Under Construction,693.0,0,0,0,0,0,0,0
flat,sare homes,sector 92,0.71,4820.095044127631,3.0,3.0,3,2.0,Relatively New,1473.0,0,0,0,1,0,0,108
house,ss aaron ville,sector 49,6.5,18807.87037037037,5.0,5.0,2,2.0,Relatively New,3456.0,1,1,0,1,0,2,28
